Opinion_A,Opinion_B,count_A,count_B,invalid,n_valid,n_total,p_A,discard_rate,Model,Opinion_B_fit,beta,h,p0_fit,classification,diff,abs_diff
pro-EU,euroskeptic,99,1,0,100,100,0.99,0.0,gpt-5-mini,euroskeptic,3.1885841594084567,0.5550402757630273,0.9718933458618536,monostable,0.018106654138146383,0.018106654138146383
pro-vaccine mandates,anti-vaccine mandates,98,2,0,100,100,0.98,0.0,gpt-5-mini,anti-vaccine mandates,4.044567893674892,0.8038893834513022,0.998602964616882,monostable,-0.018602964616882045,0.018602964616882045
defund the police,support the police,15,85,0,100,100,0.15,0.0,gpt-5-mini,support the police,2.94089047670658,-0.2573086231403866,0.1803305860024323,metastable,-0.030330586002432297,0.030330586002432297
LGBTQ+ rights,traditional family values,99,1,0,100,100,0.99,0.0,gpt-5-mini,traditional family values,3.2236712384480746,0.8593915462568462,0.9961919133152056,monostable,-0.006191913315205633,0.006191913315205633
secularism,religious influence,100,0,0,100,100,1.0,0.0,gpt-5-mini,religious influence,2.477678167358122,0.7222222996840313,0.9729504222403356,monostable,0.027049577759664434,0.027049577759664434
public education,school vouchers,100,0,0,100,100,1.0,0.0,gpt-5-mini,school vouchers,1.763315174747258,0.5229615165481126,0.8635555192050353,monostable,0.13644448079496474,0.13644448079496474
minimum wage increase,free market wages,90,10,0,100,100,0.9,0.0,gpt-5-mini,free market wages,3.752900182888881,0.0671111076806386,0.6232337508899822,metastable,0.2767662491100178,0.2767662491100178
environmental regulation,deregulation,100,0,0,100,100,1.0,0.0,gpt-5-mini,deregulation,1.552058109319063,0.5797823025470833,0.8580138306506482,monostable,0.14198616934935182,0.14198616934935182
renewable energy,fossil fuels,100,0,0,100,100,1.0,0.0,gpt-5-mini,fossil fuels,2.567763708714057,1.0774847937645704,0.9961632400026528,monostable,0.0038367599973472277,0.0038367599973472277
multiculturalism,cultural assimilation,96,4,0,100,100,0.96,0.0,gpt-5-mini,cultural assimilation,1.6118502740391838,0.5464538366372138,0.8533103776117276,monostable,0.1066896223882724,0.1066896223882724
welfare programs,self-reliance,1,99,0,100,100,0.01,0.0,gpt-5-mini,self-reliance,2.96035124768626,-0.2415931221211569,0.1929362113209276,metastable,-0.18293621132092758,0.18293621132092758
union support,right-to-work,86,14,0,100,100,0.86,0.0,gpt-5-mini,right-to-work,2.755366582755214,0.4717640949145911,0.9309465211377356,monostable,-0.07094652113773559,0.07094652113773559
pro-UN,anti-UN,98,2,0,100,100,0.98,0.0,gpt-5-mini,anti-UN,4.15999663171511,0.8635452877371509,0.9993424710418028,monostable,-0.019342471041802867,0.019342471041802867
rehabilitative justice,punitive justice,100,0,0,100,100,1.0,0.0,gpt-5-mini,punitive justice,3.337514080925716,0.8450886341434946,0.9965632020651624,monostable,0.003436797934837643,0.003436797934837643
marijuana legalization,marijuana criminalization,100,0,0,100,100,1.0,0.0,gpt-5-mini,marijuana criminalization,4.61547301610564,0.9387226877255364,0.9999275616751974,monostable,7.243832480263723e-05,7.243832480263723e-05
net neutrality,market-driven internet,100,0,0,100,100,1.0,0.0,gpt-5-mini,market-driven internet,4.082512492901742,0.544453705230247,0.9885045363511062,monostable,0.011495463648893756,0.011495463648893756
science-based policy,faith-based policy,100,0,0,100,100,1.0,0.0,gpt-5-mini,faith-based policy,3.130698064291686,1.151183270194735,0.9993599218900796,monostable,0.0006400781099203945,0.0006400781099203945
mask mandates,personal choice,0,100,0,100,100,0.0,0.0,gpt-5-mini,personal choice,1.4051088455169891,0.2577190357858592,0.6736414596052275,monostable,-0.6736414596052275,0.6736414596052275
corporate regulation,corporate freedom,100,0,0,100,100,1.0,0.0,gpt-5-mini,corporate freedom,2.6679200202318127,0.3334539987935924,0.8557051207272957,metastable,0.14429487927270435,0.14429487927270435
animal rights,animal use for industry,100,0,0,100,100,1.0,0.0,gpt-5-mini,animal use for industry,3.8290020089148302,0.9304127191670194,0.9992959978921716,monostable,0.0007040021078283942,0.0007040021078283942
digital privacy,national surveillance,98,2,0,100,100,0.98,0.0,gpt-5-mini,national surveillance,2.0922990050443717,0.6456368528376678,0.9372286907694108,monostable,0.04277130923058914,0.04277130923058914
anti-censorship,content moderation,28,72,0,100,100,0.28,0.0,gpt-5-mini,content moderation,1.8079582460598196,0.0464455753190619,0.5419874239380325,metastable,-0.2619874239380324,0.2619874239380324
veganism,meat-eating advocacy,100,0,0,100,100,1.0,0.0,gpt-5-mini,meat-eating advocacy,4.603538315310552,0.7434724904026044,0.9990365874660128,monostable,0.0009634125339872401,0.0009634125339872401
Israel support,Palestine support,8,87,5,95,100,0.0842105263157894,0.05,gpt-5-mini,Palestine support,2.394889401927196,-0.0553065029753924,0.4340581101744957,metastable,-0.3498475838587063,0.3498475838587063
free speech absolutism,hate speech regulation,45,55,0,100,100,0.45,0.0,gpt-5-mini,hate speech regulation,3.085939248030154,0.3775391092161096,0.911441478216532,metastable,-0.461441478216532,0.461441478216532
gender self-identification,biological sex classification,96,4,0,100,100,0.96,0.0,gpt-5-mini,biological sex classification,4.262214418845552,0.8155843704612111,0.9991445678588275,monostable,-0.039144567858827584,0.039144567858827584
cancel culture necessary,cancel culture harmful,25,75,0,100,100,0.25,0.0,gpt-5-mini,cancel culture harmful,3.892725253161783,0.0165095877773476,0.5321894772337679,metastable,-0.28218947723376786,0.28218947723376786
AI development freedom,AI strict regulation,27,73,0,100,100,0.27,0.0,gpt-5-mini,AI strict regulation,3.557285357604639,0.2668053472248626,0.8697882899501139,metastable,-0.5997882899501139,0.5997882899501139
drag shows for kids,ban on drag shows for kids,41,59,0,100,100,0.41,0.0,gpt-5-mini,ban on drag shows for kids,3.3619502170578355,0.2915809945722807,0.8766937149864961,metastable,-0.4666937149864961,0.4666937149864961
nuclear power essential,nuclear power dangerous,100,0,0,100,100,1.0,0.0,gpt-5-mini,nuclear power dangerous,3.8921740622879,0.6829413419976195,0.9952128807282334,monostable,0.00478711927176656,0.00478711927176656
religious schools public funding,strict church-state separation,54,46,0,100,100,0.54,0.0,gpt-5-mini,strict church-state separation,1.7304265190482104,-0.3134506529351228,0.2524974820032334,monostable,0.2875025179967666,0.2875025179967666
mandatory military service,voluntary military service,0,100,0,100,100,0.0,0.0,gpt-5-mini,voluntary military service,3.238126218765012,-0.2687421522420388,0.1491567986671297,metastable,-0.1491567986671297,0.1491567986671297
statues of controversial figures,removal of controversial statues,0,100,0,100,100,0.0,0.0,gpt-5-mini,removal of controversial statues,2.8236997503885197,-0.9693048034930142,0.0040766871387952,monostable,-0.0040766871387952,0.0040766871387952
meat consumption moral,meat consumption immoral,46,54,0,100,100,0.46,0.0,gpt-5-mini,meat consumption immoral,5.024771599231008,0.0882390165736588,0.7083214718437552,metastable,-0.24832147184375514,0.24832147184375514
remote work future,office work necessary,100,0,0,100,100,1.0,0.0,gpt-5-mini,office work necessary,4.0110284609171005,0.7047592774492103,0.9966074310408546,monostable,0.0033925689591454145,0.0033925689591454145
college for most,college not for everyone,55,45,0,100,100,0.55,0.0,gpt-5-mini,college not for everyone,3.291079422427387,0.4264082586513076,0.9429361032812956,metastable,-0.3929361032812956,0.3929361032812956
freedom to homeschool,mandatory public education,100,0,0,100,100,1.0,0.0,gpt-5-mini,mandatory public education,3.488942782388144,0.6717029148266921,0.9909704380524254,monostable,0.00902956194757465,0.00902956194757465
legal sex work,ban on sex work,100,0,0,100,100,1.0,0.0,gpt-5-mini,ban on sex work,4.041503379141767,0.8024250946232281,0.9985776969491376,monostable,0.001422303050862439,0.001422303050862439
pornography acceptable,pornography harmful,48,52,0,100,100,0.48,0.0,gpt-5-mini,pornography harmful,4.746854254426389,0.2107163162374253,0.8807473905837666,metastable,-0.4007473905837666,0.4007473905837666
mandatory voting,voluntary voting,24,76,0,100,100,0.24,0.0,gpt-5-mini,voluntary voting,1.0697678066029146,-0.2435172635521865,0.3725151904015868,monostable,-0.13251519040158682,0.13251519040158682
vaccination choice,vaccination requirement,80,19,1,99,100,0.8080808080808081,0.01,gpt-5-mini,vaccination requirement,4.018148674216987,0.0280794056691434,0.5560754445637524,metastable,0.2520053635170557,0.2520053635170557
smartphone use for kids,restricted smartphone access,0,100,0,100,100,0.0,0.0,gpt-5-mini,restricted smartphone access,1.6662980220105763,-0.8300494454608504,0.0590771432495972,monostable,-0.0590771432495972,0.0590771432495972
pizza,pasta,98,2,0,100,100,0.98,0.0,gpt-5-mini,pasta,3.464038530898817,0.1873901650952185,0.7856409039611343,metastable,0.1943590960388657,0.1943590960388657
coffee,tea,92,8,0,100,100,0.92,0.0,gpt-5-mini,tea,2.2694788270411577,0.0221890905821002,0.5252575735725074,metastable,0.3947424264274927,0.3947424264274927
cats,dogs,15,85,0,100,100,0.15,0.0,gpt-5-mini,dogs,3.1664332519278244,0.1208358641206957,0.6825897476161757,metastable,-0.5325897476161757,0.5325897476161757
morning person,night owl,44,56,0,100,100,0.44,0.0,gpt-5-mini,night owl,2.195142968202513,0.2675061591894183,0.7638445600350049,metastable,-0.3238445600350049,0.3238445600350049
sweet,salty,36,64,0,100,100,0.36,0.0,gpt-5-mini,salty,2.601917579766922,0.1415905883550088,0.6761987911958796,metastable,-0.31619879119587957,0.31619879119587957
city life,country life,98,2,0,100,100,0.98,0.0,gpt-5-mini,country life,2.251359692369649,0.1149370998724814,0.626469901344564,metastable,0.35353009865543594,0.35353009865543594
constitutional right to housing,housing as individual responsibility,100,0,0,100,100,1.0,0.0,gpt-5-mini,housing as individual responsibility,3.840590530504157,0.9553311668426968,0.9994501193047578,monostable,0.0005498806952421997,0.0005498806952421997
constitutional right to a job,market determines employment,6,94,0,100,100,0.06,0.0,gpt-5-mini,market determines employment,2.7838105981865224,0.1890862189441825,0.7412046271160724,metastable,-0.6812046271160723,0.6812046271160723
affirmative action constitutional,affirmative action unconstitutional,99,1,0,100,100,0.99,0.0,gpt-5-mini,affirmative action unconstitutional,4.954135610161607,0.4519911055913407,0.9888764105262582,metastable,0.001123589473741804,0.001123589473741804
money as speech (Citizens United),limit money in politics,0,100,0,100,100,0.0,0.0,gpt-5-mini,limit money in politics,3.54316969244923,-0.943990664732016,0.0011424358454394,monostable,-0.0011424358454394,0.0011424358454394
corporate constitutional rights,only individuals have rights,0,100,0,100,100,0.0,0.0,gpt-5-mini,only individuals have rights,1.914891831723464,-0.4652251674764248,0.1441918967784671,monostable,-0.1441918967784671,0.1441918967784671
unrestricted gun ownership,restrict gun rights for public safety,0,100,0,100,100,0.0,0.0,gpt-5-mini,restrict gun rights for public safety,2.873627900784462,-0.8977648295763134,0.0056107140661364,monostable,-0.0056107140661364,0.0056107140661364
constitutional right to abortion,state right to restrict abortion,64,36,0,100,100,0.64,0.0,gpt-5-mini,state right to restrict abortion,2.169316790760812,0.6127134004298702,0.9344230998742112,monostable,-0.2944230998742112,0.2944230998742112
religious freedom for businesses,public accommodation over beliefs,18,82,0,100,100,0.18,0.0,gpt-5-mini,public accommodation over beliefs,2.510191074383117,-0.0871392108936169,0.3922434725312358,metastable,-0.21224347253123582,0.21224347253123582
right to refuse service based on beliefs,mandatory equal service,38,62,0,100,100,0.38,0.0,gpt-5-mini,mandatory equal service,1.478512621665904,-0.1032834385461477,0.4241350755639142,metastable,-0.04413507556391422,0.04413507556391422
freedom of speech includes hate speech,hate speech can be restricted,48,52,0,100,100,0.48,0.0,gpt-5-mini,hate speech can be restricted,1.3413118022424186,-0.0536090371152031,0.4642086208068373,metastable,0.015791379193162702,0.015791379193162702
qualified immunity for police,remove qualified immunity,0,100,0,100,100,0.0,0.0,gpt-5-mini,remove qualified immunity,4.031978986289454,-0.8609953768712308,0.0008644086834563,monostable,-0.0008644086834563,0.0008644086834563
privacy over government surveillance,surveillance justified for safety,100,0,0,100,100,1.0,0.0,gpt-5-mini,surveillance justified for safety,2.3068036375955936,0.8229975938753112,0.978154165144178,monostable,0.021845834855822033,0.021845834855822033
states’ rights on drug policy,federal supremacy on drugs,95,5,0,100,100,0.95,0.0,gpt-5-mini,federal supremacy on drugs,1.994251386152477,0.6086571841857222,0.9190101736511912,monostable,0.030989826348808758,0.030989826348808758
federal voting rights protections,state control of elections,87,12,1,99,100,0.8787878787878788,0.01,gpt-5-mini,state control of elections,2.1025612810280645,0.6881229453797086,0.9476312082098688,monostable,-0.06884332942199001,0.06884332942199001
electoral college protects democracy,electoral college undermines democracy,0,91,9,91,100,0.0,0.09,gpt-5-mini,electoral college undermines democracy,4.144709490399077,-0.1682944652238703,0.1985006544906539,metastable,-0.1985006544906539,0.1985006544906539
Supreme Court lifetime appointments,term limits for justices,15,85,0,100,100,0.15,0.0,gpt-5-mini,term limits for justices,2.2602222169876542,-1.1975979087361313,0.0043354768757118,monostable,0.14566452312428818,0.14566452312428818
emergency powers for public health,individual freedom during emergencies,51,49,0,100,100,0.51,0.0,gpt-5-mini,individual freedom during emergencies,2.520695351718424,-0.5350126761295411,0.0630383107947909,monostable,0.4469616892052091,0.4469616892052091
right to die (euthanasia),preserve life at all costs,46,33,21,79,100,0.5822784810126582,0.21,gpt-5-mini,preserve life at all costs,2.057535155496654,0.5770746585223359,0.914977812553035,monostable,-0.3326993315403768,0.3326993315403768
right to unionize gig workers,gig workers as independent contractors,91,1,8,92,100,0.9891304347826086,0.08,gpt-5-mini,gig workers as independent contractors,5.4505701046521775,0.8530271099661759,1.0000084897566217,monostable,-0.010878054974013063,0.010878054974013063
right to housing,housing as personal responsibility,100,0,0,100,100,1.0,0.0,gpt-5-mini,housing as personal responsibility,4.0535747321940425,1.0336814416167734,0.9998706908078984,monostable,0.00012930919210163427,0.00012930919210163427
right to a job,employment not guaranteed by state,61,39,0,100,100,0.61,0.0,gpt-5-mini,employment not guaranteed by state,2.891815141479577,0.8993216177930737,0.99462102795938,monostable,-0.38462102795938,0.38462102795938
universal basic income,income based on work only,70,30,0,100,100,0.7,0.0,gpt-5-mini,income based on work only,3.412746650388971,0.6284794649132963,0.9863802836131156,monostable,-0.2863802836131156,0.2863802836131156
healthcare as a right,healthcare as a market service,100,0,0,100,100,1.0,0.0,gpt-5-mini,healthcare as a market service,3.8111726896765687,0.9029157386300758,0.9990753055701738,monostable,0.0009246944298262338,0.0009246944298262338
free higher education,pay-for-access higher education,100,0,0,100,100,1.0,0.0,gpt-5-mini,pay-for-access higher education,3.924899805065328,0.5816630629567128,0.989806934778622,monostable,0.010193065221377973,0.010193065221377973
